query,gold_answer,source_file,parser_type,field
办理相关变更业务有哪些要求？,（一）更名业务管理 （1）办理条件 如项目投资主体、建设地点、装机容量、上网模式不变，仅 客户名称发生变化的，应按照更名业务流程办理。 （2）收资要求 自然人户用分布式光伏更名需提供以下资料：更户申请表、有效身份证明、发电地址权属证明、备案证明、公安机关出具的个人更名证明、银行账户信息等。 其他类型分布式光伏更名需提供以下资料：更户申请表、变更后的营业执照、工商登记变更证明、备案证明、银行账户信息、法人有效身份证明等材料。利用非自有场所建设的，还需提供合同能源管理协议或发电地址租赁协议。由经办人办理的，还需提供经办人有效身份证明、授权委托书。 （二）过户业务管理 （1）办理条件 若项目建设地点、装机容量、上网模式不变，项目投资主体或发电地址权属等发生变化的，应按照过户业务流程办理。其中自然人户用分布式光伏发电项目过户应满足建筑产权、发电户、用电户等权属匹配。 （2）收资要求 自然人户用分布式光伏过户需提供以下资料：过户申请表、变更后的备案证、光伏项目产权转让协议、过户双方有效身份证明、房屋产权证明、银行账户信息。如光伏扶贫项目需要过户，还需提供政府主管部门出具的光伏扶贫项目变更确认证明。 其他类型分布式光伏过户需提供以下资料：过户申请表、变更后的备案证、过户双方有效身份证明（含营业执照、法定代表人有效身份证明）、光伏项目产权转让协议、银行账户信息等。利用非自有场所建设的，还需提供合同能源管理协议或发电地址租赁协议。由经办人办理的，还需提供经办人有效身份证明、授权委托书。 （三）上网模式变更业务管理 （1）办理条件 客户因电力用户负荷、经营状况等情况发生变化，需调整上 网模式的，可办理上网模式变更业务，但仅可变更一次。 （2）收资要求 自然人户用分布式光伏项目申请变更上网模式，需提供以下资料：分布式光伏其他业务申请表、变更后的备案证、发电户有效身份证明、房产证（或乡镇及以上政府出具的房屋使用证明）、国家扶贫项目应提供扶贫项目相关证明文件等。 其他类型分布式光伏项目申请变更上网模式，需提供以下资料：分布式光伏其他业务申请表、企业法人营业执照或组织机构代码证、法人代表身份证明等发电主体资格证明、发电地址权属证明等项目合法性支持性文件、备案变更文件、合同能源管理项目需提供合同能源管理协议、国家扶贫项目应提供扶贫项目相关证明文件等。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
千伏或者6千伏接入用户电网？,与公共电网连接点电压等级为110千伏的属于大型工商业分布式光伏，对于园区内部建设的分布式光伏发电项目，在保证总装机容量原则上不超过50兆瓦的前提下，可通过多点方式分散接入用户侧内部电网。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
各类型分布式光伏发电项目应与电网企业签订哪些合同？,对于采取自发自用余电上网模式的分布式光伏发电项目，项目投资主体应当在并网投产前与电网企业签订购售电合同，对于采取全额上网模式的分布式光伏发电项目，应与电网企业同步签订购售电合同和供用电合同。对于各类型分布式光伏发电项目，项目投资主体均应当在并网投产前与电网企业及其调度机构签订《并网调度协议》。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
哪些分布式光伏发电项目应具备“四可”能力？,新建的各类型分布式光伏发电项目均应当实现“可观、可测、可调、可控”，提升分布式光伏发电接入电网承载力和调控能力。对于存量具备条件的分布式光伏发电项目，电网企业、分布式光伏发电项目投资主体应当根据产权分界点，加大投资建设改造力度，提升信息化、数字化、智能化水平，以实现“可观、可测、可调、可控”，保障分布式光伏发电高效可靠利用和电力系统安全稳定运行。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
国家认可的涉网性能检测认证机构有哪些？,涉网设备必须符合国家及行业有关涉网技术标准规范等要求，通过国家认可的检测认证机构检测认证。投资主体按照涉网安全管理相关政策文件要求提供的涉网性能型式试验报告等，应由具备CNAS/CMA资质（中国合格评定国家认可委员会认可或中国计量认证）或同等资质能力的第三方机构出具。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
大型工商业分布式光伏可以采用哪种上网模式？,大型工商业分布式光伏原则上只能选择全部自发自用模式；在电力现货市场连续运行地区，大型工商业分布式光伏可采用自发自用余电上网模式参与现货市场。根据《省能源局关于湖北电力现货市场转正式运行的通知》（鄂发改能源[2025]146号）2025年6月6日起，湖北电力现货市场转入正式运行。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
如何参与？,《关于深化新能源上网电价市场化改革促进新能源高质量发展的通知》（发改价格〔2025〕136号）明确，并网时间2025年6月1日后的所有新能源项目（包括分布式光伏发电）上网电量原则上需全部进入电力市场，电价通过市场交易形成。交易方式包括中长期交易、现货交易等。《省发改委 省能源局关于印发湖北省深化新能源上网电价市场化改革促进新能源高质量发展实施方案的通知》（鄂发改价格[2025]222号）于8月21日印发，今年湖北省已开展首次分布式光伏增量项目竞价工作。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
如果总申报电量不足或最后报价相同的项目过多，会如何处理？,若所有项目申报电量总和小于竞价规模，则全部申报电量纳入机制电量。当出清点存在多个边际项目时，按其申报电量比例分配剩余电量。 若边际项目入选电量不足其申报电量的25%，则取消其中标资格，机制电价以前一入选项目的申报价格确定。此举旨在保障边际项目合理收益，避免入选比例过低问题。被取消资格的项目可参与后续增量项目竞价，保留其竞争资格。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
对于客户的备案证核查应该注意哪些事项？,目前各级发改部门在批准项目备案时，只要提供相关资料就审批，不进行现场勘查，各单位在收到项目备案证后，应首先经过湖北省投资项目在线审批监管平台4.0系统进行真伪核实。如发现备案证伪造、私自修改关键信息的情况，终止受理，并向属地能源主管部门报告。若存在同一用地红线范围内，同一用电户多个备案证或以与现场实际情况不符等情况应现场取证及时向属地能源主管部门汇报，不得违规并网。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
差别？可以采用哪几种上网模式？,自然人户用、非自然人户用分布式光伏的上网模式没有差别，均可选择全额上网、全部自发自用或者自发自用余电上网模式中的一种。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
所应当位于同一用地红线范围内。如果同一用地红线范围内有多个建筑物，每个建筑物有独立的产权证，在这些建筑物上建设分布式光伏发电项目，是按照1个项目建设，还是按照多个项目建设？,同一用地红线范围内的多个建筑物，如果均对应同一用电户号，应按照1个分布式光伏发电项目建设，如果对应多个用电户号，可按照多个分布式光伏发电项目建设。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
按照与公共连接点电压等级和类型接入系统方案设计工作如何开展？,对公共连接点电压等级为380/220伏的自然人户用、非自然人户用及一般工商业分布式光伏项目，由电网企业免费提供接入系统方案，于并网意向受理后10个工作日内出具《自然人户用分布式光伏发电项目接入系统方案答复单》，并由项目投资主体签字确认。对公共连接点为10千伏及以上的非自然人户用、一般工商业和大型工商业分布式光伏项目应开展接入系统设计工作，由项目投资主体委托具有相应资质的设计单位开展接入系统设计。对备案证明确分期实施的项目，应一次性整体完成接入系统设计方案报告。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
据什么原则出具并网意向受理意见？,对于投资主体相同、备案机关相同、单个项目的建设场所、规模及内容明确的非自然人户用分布式光伏，允许合并备案并分别接入电网。电网企业根据项目投资业主提交的并网意向书所涵盖的项目，向项目投资业主统一回复并网意向受理书面意见；对于合并备案但分批次提交并网意向的项目，电网企业分别受理并网意向，并开展后续电网接入有关工作。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
接入系统方案设计报告研究答复有什么时限要求？,各单位受理的公共连接点为10千伏及以上，装机容量400kW以上的一般工商业和大型工商业分布式光伏接入系统设计方案报告后，由市供电公司发展部组织营销、配电、调度等部门，并会同项目投资主体和有关专家召开接入系统设计方案报告专题研讨会，会后出具《分布式光伏发电项目接入系统设计方案报告研究答复单》，并由项目投资主体签字确认。10千伏、35千伏分布式光伏项目应当于10个工作日内答复意见，110 千伏分布式光伏项目应当于20个工作日内答复意见。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
新能源上网电价改革如何区分存量项目和增量项目？,新能源具有固定投资成本占比大、变动成本占比小的特点，随着新能源技术进步、造价持续降低，新老项目经营成本差异较大，改革必须平衡新老项目关系。国家明确提出，以投产时间2025年6月1日为划断节点，区分存量和增量项目。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
未中标项目后续根据什么价格开展结算？,未中标项目若具备在电力交易平台参与交易的资质，可以通过报量报价的方式参与电力市场交易； 不具备资质的，按照现货市场同类项目月度实时加权平均价格结算。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
机制电价的执行起始时间如何计算？,入选时未投产的项目，以申报投产时间的次月1日为执行起始时间； 入选时已投产的项目，以公布入选之日的次月1日为执行起始时间。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
物在同一用地红线范围内的闲置空地，还是仅指构筑物？,当构筑物和闲置空地与建筑物在同一用地红线范围内，可按照“附属场所”相关要求建设分布式光伏发电项目。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
现场勘查环节有哪些要求？,勘查人员按照与项目投资主体预约时间，组织开展现场勘查，在现场勘查时应核实项目类型、项目建设地点、建设场所属性、上网模式等信息是否与并网意向申请资料一致，并核查项目是否提前开工建设，若实际勘查信息与申请资料不一致或项目提前开工建设的，应暂停受理并网意向，终止流程并上传佐证材料至营销信息系统，同时将相关情况报属地能源主管部门。依据现场勘查明确的公共电网连接点，研判电网可开放容量是否满足项目投资主体接入需求，填写《分布式光伏发电项目现场勘查工作单》，一式两份，双方各执一份。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
由自然人备案的非自然人户用分布式光伏存量项目，应如何开展下一步工作？,对于非自然人户用分布式光伏，《管理办法》印发前已由自然人备案的，可不作备案主体变更，仍按原备案项目类型管理，但投资主体应当主动向备案机关和电网企业告知相关信息，明确承担项目运行维护的主体及相应法律责任。 建议投资主体提前准备好投资主体统一社会信用代码证书、电站地址权属证明、租赁协议、已建项目基本信息等资料，以备相关部门核查情况。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
电力市场分为哪几种类型？,电力市场是以平衡电力供需为核心，发现价值信号、优化电力资源配置的市场，主要包括中长期市场、现货市场和辅助服务市场等。 中长期市场是电力市场的“稳定器”，以年、月、周、多日为交易周期，通过长期合同锁定电量与价格，规避短期价格波动风险，为电力系统提供基础电量平稳保障。 现货市场是电力供需的“风向标”，以一刻钟（15分钟）为交易周期（也称“实时市场”），通过一天内不同时点的价格信号动态匹配实时供需，解决电力“即发即用”平衡难题。 辅助服务市场是电力系统的“调节器”，从秒级到分钟级组织交易，调节发用电波动带来的系统频率变化，实现秒级的系统平衡。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
竞价项目实际投产时间，是指首次并网时间，还是全容量并网时间？,指参与竞价项目的全容量并网时间，按照电力业务许可证中申报项目核准/备案发电机组的最晚投产时间认定。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
自然人户用分布式光伏发电项目申请并网应提供哪些资料？,（1）申请人有效身份证明； （2）项目备案证明文件； （3）发电地址权属证明（含住宅、庭院的不动产权证、土地证或宅基地证等权属证明或乡镇及以上政府出具的宅基地使用权证明等）； （4）《自然人户用分布式光伏发电项目自行投资承诺书》（附件4）； （5）申请户名一致的银行卡卡号、开户行、联行号等资料。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
自然人户用分布式光伏如何备案，应准备哪些材料？,对于自然人户用分布式光伏，由自然人选择备案方式，可由电网公司集中代理备案，也可由自然人自行备案，并由各省明确的分布式光伏发电备案机关出具备案文件。建议提前准备申请人有效身份证明、电站地址权属证明、拟建项目基本信息等材料。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
自用、余电上网”模式建设6兆瓦的分布式光伏发电项目。若该用户在6兆瓦基础上增建14兆瓦建设大型工商业分布式光伏，先期建成的6兆瓦是否需调整为全部自发自用？,对于项目建设规模发生重大变更的，项目投资主体应当及时告知备案机关并修改相关信息。变更备案后，该项目应按照大型工商业分布式光伏管理，先期建成的分布式光伏上网模式应同步调整为全部自发自用。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
量能否超过6兆瓦？,接入用户侧电网的大型工商业分布式光伏，与公共电网连接点电压等级为35千伏、总装机容量原则上不超过20兆瓦，或者与公共电网连接点电压等级为110千伏（66千伏）、总装机容量原则上不超过50兆瓦。在满足总容量约束以及电网安全 校核的前提下，对于单点接入容量原则上无限制。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
非自然人户用分布式光伏发电项目申请并网应提供哪些资料？项目投资主体营业执照；,（1）项目备案证明文件； （2）发电地址权属证明（含住宅、庭院的不动产权证、土地证或宅基地证等权属证明或乡镇及以上政府出具的宅基地使用权证明等）； （3）非自然人户用分布式光伏租用协议； （4）申请户名一致的银行卡卡号、开户行、联行号等资料。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
非自然人户用分布式光伏如何备案，应准备哪些材料？,对于非自然人户用分布式光伏，由投资主体备案，并由各省明确的分布式光伏发电备案机关出具备案文件。建议提前准备投资主体统一社会信用代码证书、电站地址权属证明、租赁协议、拟建项目基本信息等材料。 非自然人投资开发建设的分布式光伏发电项目不得以自然人名义备案。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
供电企业信息公开有哪些要求？,1.用电报装信息和办理进度； 用电投诉处理情况； 其他用电信息。,监管办法问答.docx,qa,
供电企业选择电压监测点的规定是什么？,1.35KV专线供电用户和110KV以上供电用户应当设置电压监测点；,监管办法问答.docx,qa,
关于对供电企业重要用户管理要求有什么？,供电企业应当按照国家有关规定加强重要电力用户安全供电管理，指导重要电力用户配置和使用应急电源，建立自备应急电源基础档案数据库。供电企业发现用电设施存在安全隐患，应当及时告知用户采取有效措施进行治理。用电设施存在严重威胁电力系统安全运行和人身安全隐患，用户拒不治理的，供电企业可以按照国家有关规定对该用户中止供电。,监管办法问答.docx,qa,
向用户提供供电方案的期限是怎么规定的？,自受理用户用电申请之日起，居民用户不超过3个工作日；其他低压供电用户不超过8个工作日；高压单电源供电用户不超过20个工作日；高压双电源供电用户不超过45个工作日。,监管办法问答.docx,qa,
在电力系统正常的情况下，供电质量标准是什么？,城市地区年供电可靠率不低于99%，城市居民用户受电端电压合格率不低于95%，10KV以上供电用户受电端电压合格率不低于98%。,监管办法问答.docx,qa,
在电力系统运行正常情况下，供电企业应当连续向用户供电。需要停电或者限电的，应当符合哪些条件？,1.因供电设施计划检修需要停电的，供电企业应当提前7日公告停电区域、停电线路、停电时间； 因供电设施临时检修需要停电的，供电企业应当提前24小时公告停电区域、停电线路、停电时间； 因电网发生故障或者电力供需紧张等原因需要停电、限电的，供电企业应当按照所在地人民政府批准的有序用电方案或者事故应急处置方案执行。 引起停电或者限电原因消除后，供电企业应当尽快恢复正常供电； 供电企业对重要电力用户实施停电、限电、中止供电或者恢复供电，应当按照国家有关规定执行。,监管办法问答.docx,qa,
对用户受电工程启动中间检查的期限是怎么规定的？,自接到用户申请之日起，低压供电用户不超过3个工作日；高压供电用户不超过5个工作日。,监管办法问答.docx,qa,
对用户受电工程启动竣工检验的期限是怎么规定的？,自接到用户受电装置竣工工作报告和检验申请之日起，低压供电用户不超过5个工作日；高压供电用户不超过7个工作日。,监管办法问答.docx,qa,
对用户受电工程设计文件和有关资料审核期限是怎么规定的？,自受理之日起，低压供电用户不超过8个工作日；高压供电用户不超过20个工作日。,监管办法问答.docx,qa,
对用户投诉，供电企业应当在多少日内处理答复？,对于用户的投诉，供电企业应当自接到投诉之日起10个工作日内提出处理意见并答复用户。,监管办法问答.docx,qa,
电力监管机构依法履责，可以采取哪些措施进行现场检查？,1.进入供电企业进行检查； 询问供电企业的工作人员，要求其对有关检查事项作出说明； 查阅、复制与检查事项有关的文件、资料，对可能被转移、隐匿、损毁的文件、资料予以封存； 对检查中发现的未发行为，可以当场予以纠正或者要求限期整改。,监管办法问答.docx,qa,
电力监管机构对供电企业公平、无歧视开放供电市场的情况实施监管，供电企业不得从事哪些行为？,1.无正当理由拒绝用户用电申请； 对趸购转售电企业符合国家规定条件的输配电设施，拒绝或者拖延接入系统； 违反市场竞争原则，以不正当手段损害竞争对手的商业信誉或者排挤竞争对手；,监管办法问答.docx,qa,
电力监管机构对供电企业的监管内容有哪些方面？,1.对供电企业的供电能力实施监管； 对供电企业的供电质量实施监管； 对供电企业设置电压监测点的情况实施监管； 对供电企业保障供电安全的情况实施监管； 对供电企业履行电力社会普遍服务义务的情况实施监管； 对供电企业办理用电业务的情况实施监管； 对供电企业向用户受电工程提供服务的情况实施监管； 对供电企业实施停电、限电或者中止供电的情况进行监管； 对供电企业处理供电故障的情况实施监管； 对供电企业履行紧急供电义务的情况实施监管； 对供电企业处理用电投诉的情况实施监管； 对供电企业执行国家有关电力行政许可规定的情况实施监管； 对供电企业公平、无歧视开放供电市场的情况实施监管； 对供电企业执行国家规定的电价政策和收费标准的情况实施监管； 对供电企业签订供用电合同的情况实施监管； 对供电企业执行国家规定的成本规则的情况实施监管； 对供电企业信息公开的情况实施监管； 对供电企业报送信息情况实施监管； 对供电企业执行国家有关节能减排和环境保护政策情况实施监管； 对供电企业实施电力需求侧管理的的情况实施监管。,监管办法问答.docx,qa,
监管办法内所指供电企业指的是？,指的是依法取得电力业务许可证、从事供电业务的企业。,监管办法问答.docx,qa,
监管机构对供电企业处理故障情况实施监管要求有哪些？,1.供电企业应当建立完善的报修服务制度，公开报修电话，保持电话畅通，24小时受理供电故障报修； 到达现场抢修时限，自接到报修之时起，城区范围不超过60分钟；农村地区不超过120分钟；边远、交通不便地区不超过240分钟； 因天气、交通等特殊原因无法在规定时限内到达现场的，应当向用户做出解释。,监管办法问答.docx,qa,
给用户装表接电的期限是怎么规定的？,自受电装置检验合格并办结相关手续之日起，居民用户不超过3个工作日；其他低压供电用户不超过5个工作日；高压供电用户不超过7个工作日。,监管办法问答.docx,qa,
违反公平、无歧视开放供电市场条款（监管办法第18条）的处理结果是什么？,由电力监管机构责令改正，拒不改正的，处10万元以上100万元以下罚款；对直接负责的主管人员和其他直接责任人，依法给予处分；情节严重的，可以吊销电力业务许可证。,监管办法问答.docx,qa,
违反哪些情形之一，拒不改正，处5万元以上50万元以下罚款，对直接负责的主管人员和其他直接责任人员依法予以处分，构成犯罪的，依法追究刑事责任？,1.拒绝或者阻碍电力监管机构及其从事监管工作的人员依法履行监管职责的； 提供虚假或者隐瞒重要事实的文件、资料的； 未按照国家有关电力监管规章、规则的规定公开有关信息的。 对违反本办法并造成严重后果的供电企业主管人员或者直接责任人员，电力监管机构可以建议将其调离现任岗位，3年内不得担任供电企业同类职务。,监管办法问答.docx,qa,
